Shortage,pworst chi2,pworst mchi2,pworst burg,pworst kl,Supply,Population,Infrastructure,Model
256250,,0,0.0021199,0.00050026,Low,Low,RO,gfdl.esm2m.1.rcp60
468690,,0.013677,0.009431,0.014786,High,High,RO,csiro.mk3.6.0.1.rcp85
398500,,0.025516,0.017833,0.023483,Low,High,RO,csiro.mk3.6.0.1.rcp85
267100,,0,0.0020566,0.0004373,High,Low,RO,csiro.mk3.6.0.1.rcp85
261830,,0,0.0021719,0.00055546,Low,Low,RO,csiro.mk3.6.0.1.rcp85
387580,,0.011062,0.0085419,0.013349,High,High,RO,csiro.mk3.6.0.1.rcp26
407260,,0.0223,0.014358,0.02071,Low,High,RO,csiro.mk3.6.0.1.rcp26
247090,,0,0.0020222,0.00040512,High,Low,RO,csiro.mk3.6.0.1.rcp26
243040,,0,0.0021339,0.00051481,Low,Low,RO,csiro.mk3.6.0.1.rcp26
391120,,0.015307,0.010085,0.015758,High,High,RO,csiro.mk3.6.0.1.rcp45
418000,,0.026238,0.018857,0.024155,Low,High,RO,csiro.mk3.6.0.1.rcp45
253070,,0,0.0020633,0.00044377,High,Low,RO,csiro.mk3.6.0.1.rcp45
251900,,0,0.0021799,0.00056423,Low,Low,RO,csiro.mk3.6.0.1.rcp45
412980,,0.0077711,0.0076362,0.011739,High,High,RO,csiro.mk3.6.0.1.rcp60
435400,,0.018921,0.011918,0.018148,Low,High,RO,csiro.mk3.6.0.1.rcp60
245320,,0,0.0019954,0.0003809,High,Low,RO,csiro.mk3.6.0.1.rcp60
245600,,0,0.0021034,0.00048338,Low,Low,RO,csiro.mk3.6.0.1.rcp60
385430,,0.017701,0.011229,0.017304,High,High,RO,hadgem2.es.1.rcp85
411410,,0.028569,0.023153,0.026459,Low,High,RO,hadgem2.es.1.rcp85
255980,,0,0.0020803,0.00046033,High,Low,RO,hadgem2.es.1.rcp85
260870,,0,0.0021988,0.00058515,Low,Low,RO,hadgem2.es.1.rcp85
422740,,0.016648,0.010695,0.016606,High,High,RO,hadgem2.es.1.rcp60
449860,,0.027942,0.021816,0.025819,Low,High,RO,hadgem2.es.1.rcp60
246790,,0,0.0020882,0.00046819,High,Low,RO,hadgem2.es.1.rcp60
262690,,0,0.0022046,0.00059165,Low,Low,RO,hadgem2.es.1.rcp60
407060,,0.014885,0.0099073,0.015501,High,High,RO,hadgem2.es.1.rcp45
426670,,0.026148,0.018723,0.02407,Low,High,RO,hadgem2.es.1.rcp45
250930,,0,0.0020633,0.00044376,High,Low,RO,hadgem2.es.1.rcp45
251160,,0,0.0021794,0.00056368,Low,Low,RO,hadgem2.es.1.rcp45
410750,,0.014469,0.009738,0.015251,High,High,RO,hadgem2.es.1.rcp26
449120,,0.025715,0.018104,0.023667,Low,High,RO,hadgem2.es.1.rcp26
252350,,0,0.0020543,0.00043519,High,Low,RO,hadgem2.es.1.rcp26
242230,,0,0.0021723,0.00055582,Low,Low,RO,hadgem2.es.1.rcp26
436100,,0.023731,0.015722,0.021902,High,High,RO,miroc.esm.chem.1.rcp85
435810,,0.035099,0.06395,0.03415,Low,High,RO,miroc.esm.chem.1.rcp85
265320,,0,0.00217,0.00055341,High,Low,RO,miroc.esm.chem.1.rcp85
270960,,0,0.0022988,0.00070287,Low,Low,RO,miroc.esm.chem.1.rcp85
396750,,0.020435,0.0129,0.019255,High,High,RO,miroc.esm.chem.1.rcp60
425210,,0.031782,0.033747,0.029999,Low,High,RO,miroc.esm.chem.1.rcp60
256420,,0,0.0021361,0.00051711,High,Low,RO,miroc.esm.chem.1.rcp60
258780,,0,0.0022606,0.00065651,Low,Low,RO,miroc.esm.chem.1.rcp60
379160,,0.016908,0.010823,0.016776,High,High,RO,miroc.esm.chem.1.rcp45
402240,,0.028246,0.022445,0.026127,Low,High,RO,miroc.esm.chem.1.rcp45
255210,,0,0.0020846,0.00046464,High,Low,RO,miroc.esm.chem.1.rcp45
252920,,0,0.0022037,0.00059067,Low,Low,RO,miroc.esm.chem.1.rcp45
380430,,0.013307,0.0092941,0.014574,High,High,RO,miroc.esm.chem.1.rcp26
394460,,0.024534,0.016606,0.0226,Low,High,RO,miroc.esm.chem.1.rcp26
261290,,0,0.0020338,0.00041583,High,Low,RO,miroc.esm.chem.1.rcp26
261300,,0,0.0021468,0.00052838,Low,Low,RO,miroc.esm.chem.1.rcp26
415040,,0.016185,0.010476,0.016308,High,High,RO,miroc5.1.rcp85
407090,,0.027664,0.021272,0.02554,Low,High,RO,miroc5.1.rcp85
260660,,0,0.0020763,0.00045639,High,Low,RO,miroc5.1.rcp85
253640,,0,0.0021941,0.00057996,Low,Low,RO,miroc5.1.rcp85
368400,,0.0066559,0.0073712,0.011238,High,High,RO,miroc5.1.rcp60
373240,,0.018117,0.011455,0.017587,Low,High,RO,miroc5.1.rcp60
261440,,0,0.001967,0.00035622,High,Low,RO,miroc5.1.rcp60
261570,,0,0.0020725,0.00045268,Low,Low,RO,miroc5.1.rcp60
387840,,0.013432,0.0093399,0.014645,High,High,RO,miroc5.1.rcp45
396010,,0.024697,0.016798,0.022744,Low,High,RO,miroc5.1.rcp45
250480,,0,0.0020465,0.00042775,High,Low,RO,miroc5.1.rcp45
255150,,0,0.0021594,0.00054187,Low,Low,RO,miroc5.1.rcp45
379980,,0.0083743,0.0077875,0.012019,High,High,RO,miroc5.1.rcp26
403000,,0.019588,0.012332,0.018628,Low,High,RO,miroc5.1.rcp26
247350,,0,0.0019911,0.00037716,High,Low,RO,miroc5.1.rcp26
252560,,0,0.0020993,0.00047932,Low,Low,RO,miroc5.1.rcp26
